Sample	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	W1	W2	W3	W4
SM1A07	0.073784855658376	0.0716710675216898	0.0648771389181736	0	0.00429387264373738	0.00548576444127489	0.0511999999999999	0.0343204549911747	0.0118539592223802	0.00943752359380898	0.00301695528872262	0.0134789055128723	0.0040630586705672	0.0122060379200911	0.0102819833945968	0	0	0.00639038885516183	0.00574558547515991	0	0.813687384213011	0.58959287440049	2.45503740251472	1.45366046175097	5.98910689125817	7.47937411095306	1.21093980743103	0.628395936687927	3.67581930912311	0.645598516193465	6.76985338492668	0	0.0128518185323223	0.00663129973474801	0
Clostridiales	0.0430411658007194	0.0301772915880799	0	0	0	0	0.00639999999999999	0	0	0.00314584119793632	0	0	0.0040630586705672	0	0	0	0	0	0	0	0	0.00180303631315134	0	0	0	0	0	0	0.00369058163566578	0	0	0.620203462430839	0.629739108083793	0.404509283819628	0.3125
SBR1031	2.02908353060534	2.3462844209732	1.52461276457708	0.279536767642193	1.2409291940401	2.07361895880191	3.2192	3.03490880564815	1.9796111901375	0.836793758651063	5.11977312496228	1.1187491575684	1.82025028441411	2.14419399462934	2.56021386525461	1.59565851287866	0.820388675946472	0.546378247116336	5.49661010456965	1.70617625172744	3.66885829488902	5.49204860985899	7.56406175393919	6.40663027034137	10.6849199840178	9.49075391180654	4.39482544745701	4.28537680132293	3.59831709477413	7.16578684548435	9.57080478540238	0.124933071568802	0.192777277984835	0.0862068965517241	0.0808189655172412
Bacillales	0.479601561779444	2.99132402866842	0.940718514313518	0.0684579839123737	0.0171754905749495	0.279773986505019	0.0256	0.0147087664247891	0.0237079184447605	0.0157292059896816	0	0.00673945275643617	0	0	0	0	0	0	0.021067146742253	0	0.00181626648261832	0.00180303631315134	0	0	0	0	0	0.0094495629577132	0.00738116327133156	0.00713368526180624	0.00710000355000176	0.0892379082634303	0.0642590926616115	0.13262599469496	0.0323275862068965
Bacteroidia_unclassified	0.448857871921788	0.343266691814409	0.733922634011839	1.62017228592618	0.206105886899394	0.0768007021778484	0.2304	0.402039615610904	0.331910858226647	0.110104441927771	0.343932902914378	0.0134789055128723	0.0081261173411344	0.101716982667426	0.0951083464000204	0.0607484205410658	0.467352565395736	0.252420359778892	0.0612862450683724	0.201977250983309	0.083548258200443	0.0360607262630269	0.0397899092790068	0.0526211931855554	0.14299833869577	0.210526315789473	0.0886053517632465	0.0614221592251358	0.110717449069973	0.0891710657725779	0.276900138450068	0.298946992682491	0.424110011566636	0.258620689655172	0.296336206896551
Alteromonadales	0.00614873797153134	0.135797812146359	9.04630605790284	1.22653887843002	6.40645798445617	11.2074167535246	3.8784	1.65718768385957	1.78994784257942	2.8752988549138	0.00301695528872262	0.00673945275643617	0	0	0	0.00404989470273772	0	0	0.021067146742253	0	0	0	0	0	0.00630875023657813	0	0	0	0.00738116327133156	0.00356684263090312	0.0142000071000035	0.959307513831874	0.938182752859529	0.689655172413792	0.479525862068965
Micromonosporales	0	0	0	0	0	0	0	0	0	3.37863344658361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102623594502945	0.0514072741292892	0.079575596816976	0.0808189655172412
Sphingomonadales	1.39576351953761	1.50132025650697	1.26510420890439	1.08391807861258	0.936064236334748	0.636348675187886	0.895999999999999	0.808982153363403	1.7425320056899	0.972064930162324	0.648645387075362	0.485240598463403	0.78417032341947	0.512653592643827	0.591214045189316	0.429288838490198	1.10954206173088	0.888264050867494	0.553491400773737	0.81853938556394	0.33600929928439	0.286682773791064	0.29444532866465	0.22364007103861	0.117763337749458	0.20199146514936	0.224466891133558	0.288211670210253	0.446560377915559	0.353117420459409	0.216550108275054	1.57951097626271	1.2723300346999	1.39257294429707	1.64870689655171
Gemmatales	3.14200510345251	1.9275745001886	1.72329900251399	0.456386559415824	1.3096311563399	1.1355532393439	0.953599999999999	0.818787997646596	0.403034613560928	0.52220963885743	0.271525975985036	0.0539156220514893	0.13001787745815	0.378387175522825	0.44726627766496	0.222744208650575	0.699347723757648	0.964948717129435	0.317922396292181	0.908897629424895	2.14501071597224	1.38292885218708	0.903230940633454	2.10484772742222	2.29428216936891	3.02702702702702	1.65987358969815	2.05055516182376	1.59802184824328	3.96989584819516	2.29330114665056	0.490808495448866	0.488369104228248	0.251989389920424	0.366379310344827
Planctomycetales	0.00922310695729701	0.0339494530365899	0.0324385694590867	0	0.0386448537936364	0.0603434088540236	0.0383999999999999	0.0147087664247892	0.0533428165007111	0.0125833647917453	1.56579979484703	0.559374578784202	0.235657402892897	0.0976483033607291	0.154229750918952	0.0769479993520168	0.366485105238382	0.201297248937598	0	0.297650685659615	0.143485052126848	0.129818614546897	0.103453764125418	0.0591988423337498	0.0168233339642084	0.00284495021337126	0.0118140469017662	0.0519725962674226	0.0295246530853262	0.0820373805107716	0.00355000177500088	0.669284311975725	0.681146382213082	0.616710875331564	0.436422413793103
Betaproteobacteriales	0.0307436898576566	0.13579781214636	0.746087097558996	0.159735295795539	0.734252222079092	0.735092435130834	0.671999999999998	0.804079231221807	1.20614035087719	0.811627029067571	2.52519157666083	1.19962259064564	1.51552088412156	0.646920009764829	1.11045420661646	1.02462335979264	1.73828256337839	1.01287663354315	0.505611521814072	1.13745083448496	0.697446329325438	1.36670152536872	0.923125895272957	0.374926001447082	0.0841166698210417	0.236130867709814	0.472561876070647	0.401606425702811	0.369058163566577	1.11642174347268	0.230750115375057	9.44583258968409	10.1529366405346	7.85809018567638	7.53771551724138
Pseudanabaenales	0	0.00377216144850999	0.00405482118238585	0.00570483199269781	0	0.00548576444127489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317846634458207	0.277667592225307	0.326277256087856	2.28244425442346	2.1239459129813	5.32290184921764	4.58385019788527	1.34656272147413	3.98213758488336	1.45170495077757	1.36320068160034	0	0	0.013262599469496	0
Synechococcales	0.00614873797153134	0.01131648434553	0.101370529559646	0.0627531519196759	0.103052943449697	0.0822864666191233	0.1728	0.0735438321239458	0.0533428165007112	0.0471876179690448	0.0150847764436131	0.0606550748079256	0.247846578904599	0.0813735861339409	0.102819833945968	0.0323991576219018	0.117678703516912	0.076684666261942	0.0651166353851456	0.0159455724460508	0.415925024519597	2.89747935523421	2.51472226643322	0.782740248635137	1.09351670767354	0.173541963015646	0.171303680075609	0.0377982518308528	0.184529081783289	0.0677700099871593	0.0887500443750222	0.0223094770658575	0	0.026525198938992	0.00538793103448275
Thermosynechococcales	0	0	0	0	0	0	0	0	0.0148174490279753	0	0	0.0134789055128723	0	0	0	0	0.0302602380472059	0.0159759721379045	0	0.0690974805995535	0.00181626648261832	0	0	0	0	0	0	0	0	0	0	0.00446189541317151	0.0385554555969669	0.013262599469496	0.0323275862068965
Chromatiales	0	0	0	0	0.00429387264373738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SepB-3	0	0	0.117589814289189	0.114096639853956	0.16316716046202	0.153601404355696	0.2816	0.235340262796626	0.844594594594594	0.528501321253303	0.0452543293308393	0.707642539425798	2.00308792458963	0.309219627308975	0.45240726936226	0.368540417949133	0.591755766256472	1.1886123270601	0.314092005975408	0.20197725098331	0.0345090631697482	0.0198333994446648	0.00397899092790068	0	0.00420583349105209	0.00853485064011379	0.0059070234508831	0.0047247814788566	0.00738116327133156	0.00356684263090312	0	0	0	0	0
Blastocatellales	0	0.00377216144850999	0.00405482118238585	0	0.188930396324444	0.340117395359043	0.1472	0.088252598548735	0.204480796586059	0.0251667295834905	0.0814577927955107	0.134789055128723	0.353486104339346	0.0488241516803645	0.326452972778449	0.149846104001296	0.161387936251765	0.150174138096303	0	0.0903582438609545	0.00363253296523664	0.0198333994446647	0.00397899092790068	0	0.00210291674552604	0.00284495021337126	0	0.0188991259154264	0.00369058163566578	0.0463689542017406	0	0.0312332678922006	0.0514072741292892	0.013262599469496	0.0161637931034483
Rhodobacterales	0.313585636548098	0.437570728027159	0.393317654691426	0.182554623766329	0.382154665292626	0.252345164298645	0.639999999999999	0.652088644832318	1.16168800379326	0.597709827607901	1.14040909913715	0.963741744170372	1.03201690232407	1.28570266091627	0.827699663265043	1.3000161995788	1.86604801291103	0.955363133846693	0.880989772857852	1.53077495482088	0.3469068981801	0.445349969348381	0.505331847843386	0.276261264224166	0.0630875023657812	0.167852062588904	0.271723078740623	0.231514292463973	0.306318275760259	0.460122699386502	0.223650111825056	3.00285561306442	3.0587328106927	2.35411140583554	2.40840517241379
Beggiatoales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacterales	0.498047775694038	0.516786118445869	0.182466953207363	0.0114096639853956	0.0214693632186869	0.109715288825497	0.416	0.0735438321239459	0.186699857752489	0.147854536303007	0.44952633801967	0.128049602372287	0.0853242320819112	0.313288306615672	0.552656607459579	0.275392839786165	0.100867460157353	0.00958558328274274	0.0957597579193319	0.0903582438609544	0.617530604090231	0.153258086617863	0.123348718764921	0.0526211931855554	0.0820137530755156	0.318634423897581	0.0472561876070648	0.0803212851405622	0.033215234720992	0.153374233128834	0.0781000390500195	0.0223094770658575	0.0128518185323223	0.00663129973474801	0.0431034482758619
Corynebacteriales	0.00614873797153134	0	0	0.0114096639853956	0	0	0.0127999999999999	0	0.0088904694167852	0.00314584119793632	0.00301695528872262	0	0	0.00406867930669704	0.0025704958486492	0	0.00672449734382354	0.0159759721379045	0.0172367564254797	0.0159455724460508	0	0	0	0	0.00210291674552604	0	0	0	0	0	0	0.646974834909869	0.732553656342372	0.576923076923076	0.484913793103448
Rhizobiales	0.866972053985919	1.00339494530366	0.462249614791987	0.279536767642192	0.352097556786465	0.312688573152668	0.607999999999999	0.607962345557952	0.942389758179229	0.512772115263621	0.944307005370178	0.424585523655479	0.394116691045019	0.557409065017495	0.606637020281211	0.396889680868296	0.665725237038531	0.901044828577817	0.953767188876544	0.579355798873178	0.708343928221147	0.840214921928526	0.712239376094221	1.0590015128593	0.757050028389375	1.2176386913229	0.939216728690411	1.34183793999527	1.5315913788013	1.24126123555428	0.681600340800169	1.35195431019097	1.27233003469991	1.02785145888594	1.00754310344827
Pseudomonadales	0.325883112491159	0.920407393436438	1.99091720055145	1.26076787038622	0.498089226673536	0.356574688682867	0.2816	0.186311041380663	0.266714082503556	0.311438278595696	0	0.00673945275643617	0.0162522346822688	0.00406867930669704	0	0.00404989470273772	0	0.00319519442758091	0.00383039031677326	0	0	0	0	0	0	0	0.0059070234508831	0	0	0.00356684263090312	0	0.419418168838122	0.398406374501992	0.258620689655172	0.317887931034482
Opitutales	0.0122974759430627	0.0264051301395699	0.00405482118238585	0.00570483199269781	0.0601142170123234	0	0.0256	0.0539321435575602	0.201517306780465	0.128979489115389	0.926205273637843	0.512198409489149	0.475377864456362	0.75677435104565	1.01534586021644	0.55078567957233	0.948154125479118	0.367447359171804	0.559236986248898	0.712235569256935	0.21613571143158	0.205546139699253	0.103453764125418	0.0723541406301386	0.10094000378525	0.199146514935988	0.0177210703526493	0.0377982518308528	0.0221434898139947	0.0535026394635467	0.0355000177500088	0.696055684454755	0.809664567536305	0.822281167108752	0.554956896551724
Verrucomicrobiales	0.0891567005872043	0.233874009807618	0.750141918741382	0.0912773118831649	0.493795354029798	0.449832684184539	0.4608	0.455971759168463	0.293385490753911	0.346042531772995	2.98075182525795	0.431324976411915	0.450999512432959	1.17177964032874	1.00506387682184	0.850477887574922	0.749781453836324	0.0670990829791992	0.0919293676025584	0.276389922398213	0.383232227832467	0.634668782229272	0.445646983924875	0.394658948891665	0.130380838222615	0.42958748221906	0.425305688463582	0.278762107252539	0.147623265426631	0.53859323726637	0.170400085200042	0.691593789041584	1.42655185708778	0.623342175066312	0.721982758620689
Chitinophagales	0.470378454822146	0.396076952093548	0.133809099018733	0.00570483199269781	0.0601142170123233	0.0822864666191232	0.0959999999999997	0.205922729947048	0.213371266002844	0.113250283125708	0.482712846195619	0.465022240194095	1.03607996099464	0.268532834242004	0.285325039200062	0.311841892110804	1.00531235290162	0.325909831613253	0.0459646838012792	0.292335494844264	0.441352755276253	0.531895712379647	0.688365430526817	0.420969545484444	0.140895421950245	0.187766714082503	0.277630102191505	2.10725253957004	0.457632122822556	0.663432729347979	0.106500053250026	0.673746207388898	0.925330934327206	0.490716180371352	0.592672413793103
Sphingobacteriales	0.0184462139145939	0.02640513013957	0.101370529559646	0	0.0515264717248485	0.0493718799714739	0.0256	0.0980584428319278	0.228188715030819	0.106958600729835	1.67441018524105	1.3411510985308	1.40581830001625	1.27349662299617	1.71966172274632	1.03272314919812	0.719521215789119	0.169345304661788	0.103420538552878	0.164770915275858	0.570307675542155	0.313728318488333	0.258634410313544	0.184174176149444	0.0714991693478854	0.190611664295874	0.17130368007561	0.316560359083392	0.0848833776203129	0.556427450420887	0.156200078100039	1.19578797072996	1.47795913121707	1.4787798408488	1.10452586206896
Phycisphaerales	0.107602914501798	0.267823462844209	0.125699456653961	0.057048319926978	0.193224268968182	0.0768007021778484	0.0639999999999999	0.117670131398313	0.094831673779042	0.0880835535422171	0.401255053400108	0.155007413398032	0.0934503494230456	0.187159248108064	0.365010410508186	0.117446946379394	0.181561428283236	0.115026999392913	0.515187497606005	0.361432975443817	0.183442914744451	0.108182178789081	0.103453764125418	0.105242386371111	0.0336466679284166	0.122332859174964	0.0826983283123634	0.0755965036617056	0.0922645408916444	0.231844771008703	0.0958500479250236	0.124933071568802	0.192777277984834	0.13262599469496	0.0969827586206895
Methylacidiphilales	0.0153718449288283	0.0414937759336099	0	0	0.00858774528747476	0.0164572933238246	0.00639999999999999	0.0294175328495783	0.0770507349454718	0.00943752359380897	0	0	0	0	0	0	0	0	0	0.0159455724460508	0.0399578626176032	0.131621650860047	0.0994747731975171	0.10524238637111	0.0862195865665678	0.236130867709814	0.118140469017662	0.023623907394283	0.110717449069973	0.0499357968326437	0.287550143775071	0.0624665357844011	0.0642590926616115	0.03315649867374	0.0754310344827585
Nitrospirales	0	0	0	0	0	0	0	0	0.0088904694167852	0.00314584119793632	0.0362034634646714	0	0	0.00406867930669704	0.0025704958486492	0	0.0773317194539708	0.03514713870339	0.00383039031677326	0.0478367173381524	0	0	0	0	0	0	0	0	0	0	0.00355000177500088	1.03962163126896	0.771109111939338	0.908488063660476	0.743534482758619
Gammaproteobacteria_Incertae_Sedis	0	0	0	0.00570483199269781	0.00858774528747476	0.0164572933238246	0.0127999999999999	0.0441262992743674	0.044452347083926	0.0251667295834906	0.377119411090327	0.202183582693084	0.0446936453762392	0.142403775734396	0.154229750918952	0.08909768346023	0.339587115863089	0.137393360385979	0	0.377378547889868	0.0254277307566565	0.261440265406945	0.155180646188126	0.0855094389265275	0.00420583349105209	0.0256045519203413	0.0118140469017662	0.0803212851405622	0.0184529081783289	0.292481095734056	0.0284000142000071	0.285561306442977	0.488369104228247	0.417771883289124	0.280172413793103
Thermoanaerobaculales	0	0	0	0	0	0	0	0.00490292214159639	0.00889046941678519	0	0.015084776443613	0	0.0040630586705672	0	0.0154229750918952	0	0	0.0127807777103236	0	0.00531519081535027	0	0	0	0	0	0	0	0	0	0	0	0.0490808495448866	0.141370003855545	0.019893899204244	0.0161637931034483
Subgroup_6_or	0	0	0	0	0.00429387264373738	0	0.00639999999999999	0.0343204549911747	0.0651967757230914	0.0125833647917453	0.0573221504857298	0.0202183582693085	0.0040630586705672	0	0	0	0.242081904377647	0.0447327219861328	0.0153215612670931	0.0478367173381523	0	0.0306516173235729	0.00397899092790068	0	0	0	0	0	0	0	0	0.361413528466892	0.33414728184038	0.311671087533156	0.290948275862068
Myxococcales	0	0	0.0283837482767009	0	0.0171754905749495	0.0164572933238247	0.00639999999999999	0.0490292214159638	0.0651967757230914	0.0251667295834906	0.0754238822180654	0.0606550748079254	0.170648464163822	0.00813735861339408	0.0231344626378428	0.00809978940547545	0.299240131800147	0.07029427740678	0.162791588462864	0.0797278622302539	0.0199789313088015	0.104576106162778	0.0437689002069074	0.0197329474445832	0.00630875023657812	0.0199146514935988	0.0413491641561817	0.0566973777462792	0.0516681428993209	0.028534741047225	0.0106500053250026	0.972693200071389	1.14381184937669	0.875331564986736	0.651939655172413
Desulfovibrionales	0.00307436898576567	0.00754432289701998	0	0	0	0	0.00639999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535427449580581	0.0514072741292892	0.053050397877984	0.0592672413793103
Rhodothermales	0.0768592246441417	0.0792153904187099	0.113534993106803	0.0342289919561868	0.0687019622997981	0.0438861155301991	0.032	0.220631496371837	0.044452347083926	0.0440417767711086	0.00603391057744524	0	0	0.00406867930669704	0	0	0.0268979893752941	0.00639038885516183	0	0.00531519081535027	0.0326927966871299	0.0216364357578161	0.0437689002069075	0.046043544037361	0.00630875023657813	0.0199146514935988	0.484375922972414	0.48665249232223	0.158695010333628	1.03795120559281	0.134900067450033	0.0133856862395145	0	0	0.00538793103448275
BRC1_or	0.0676361176868447	0.0528102602791399	0.0162192847295433	0.0228193279707912	0.0171754905749495	0.0713149377365735	0.0384	0.0245146107079819	0.0681602655286865	0.0220208883855543	0.156881675013576	0.0269578110257447	0.0568828213879408	0.170884530881275	0.372721898054135	0.161995788109509	0	0.0958558328274275	0.0153215612670931	0.0425215265228021	0.0962621235787714	0.0342576899498755	0.0437689002069074	0.092087088074722	0.216600424789182	0.355618776671407	0.200838797330025	0.382707299787384	0.221434898139947	0.156941075759737	0.127800063900032	0.00892379082634302	0.0128518185323223	0.013262599469496	0.0269396551724138
Acetobacterales	0.104528545516033	0.0301772915880799	0.0081096423647717	0.0171144959780934	0	0.00548576444127489	0.0128	0	0.00592697961119012	0.0251667295834906	0.12671212212635	0.0269578110257447	0.0040630586705672	0.0244120758401822	0.0334164460324396	0.00404989470273772	0.0336224867191177	0.00639038885516183	0.00766078063354654	0.0318911448921015	0.0308765302045115	0.0162273268183621	0.0397899092790067	0.00657764914819443	0.0294408344373645	0.113798008534851	0.0413491641561817	0.0519725962674226	0.0738116327133156	0.0535026394635467	0.060350030175015	0.00446189541317151	0	0.019893899204244	0
Alphaproteobacteria_unclassified	0.00922310695729701	0.01131648434553	0.0121644635471576	0	0.00858774528747476	0.0109715288825498	0	0.00490292214159639	0	0.00314584119793632	0.0452543293308393	0.0202183582693085	0.0121891760117016	0.0203433965334852	0.0179934709405444	0.0364490523246395	0.0235357407033824	0	0.00574558547515991	0.0106303816307005	0.0871807911656796	0.238000793335977	0.111411745981219	0.0591988423337497	0.0441612516560469	0.139402560455192	0.0295351172544155	0.0377982518308528	0.0110717449069973	0.0499357968326437	0.0426000213000105	0.249866143137605	0.244184552114124	0.377984084880636	0.231681034482758
Caldilineales	0	0	0.00405482118238585	0	0.0257632358624243	0.0164572933238246	0	0	0.00592697961119012	0.00314584119793632	0.00301695528872262	0	0	0	0	0	0.0100867460157353	0.00639038885516183	0.124487685295131	0.0584670989688529	0	0.0270455446972702	0.0238739455674041	0	0	0	0	0	0	0	0.00355000177500088	0.0713903266107442	0.0771109111939339	0.03315649867374	0.0323275862068965
Bacteroidales	0.00922310695729701	0.00754432289701998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191519515838663	0.00531519081535027	0	0	0	0	0	0	0	0	0	0	0.00355000177500088	0.754060324825984	0.771109111939338	0.749336870026524	0.46875
PLTA13	0	0	0	0	0	0	0	0	0.00296348980559506	0.00629168239587265	0.00301695528872262	0	0.0040630586705672	0	0	0	0.00336224867191177	0.0191711665654855	0	0.0584670989688529	0	0.00180303631315134	0	0	0	0	0	0	0	0	0	0.124933071568801	0.0899627297262562	0.0994694960212201	0.0754310344827585
Tistrellales	0	0	0	0	0	0	0.00639999999999999	0	0	0.00314584119793632	0	0.0134789055128723	0	0	0.0025704958486492	0	0.00336224867191177	0	0	0.00531519081535027	0	0	0	0	0	0	0	0	0	0	0	0.0133856862395145	0	0.013262599469496	0.00538793103448275
OPB56	0	0.00754432289701998	0.00810964236477171	0	0.00429387264373738	0.00548576444127489	0.00639999999999999	0.00490292214159639	0.0148174490279753	0.00629168239587264	0.310746394738429	0.0202183582693085	0.0365675280351048	0.0244120758401822	0.118242809037863	0.028349262919164	0.0134489946876471	0.00319519442758091	0.00191519515838663	0	0.385048494315085	0.205546139699253	0.183033582683431	0.17759652700125	0.0378525014194688	0.253200568990043	0.0531632110579479	0.0377982518308528	0.0553587245349867	0.0749036952489655	0.0745500372750186	0.0223094770658576	0.0128518185323223	0.013262599469496	0.021551724137931
CCM19a	0.00614873797153134	0	0	0	0	0	0	0	0.00296348980559506	0	0.174983406745912	0.0336972637821808	0	0.0122060379200911	0.0051409916972984	0	0.0268979893752942	0.0255615554206473	0	0.111619007122355	0.00181626648261832	0.00540910893945404	0.00397899092790068	0.00657764914819443	0.00210291674552604	0.00853485064011379	0	0.0094495629577132	0	0.0178342131545156	0.00355000177500088	0.0356951633053721	0.0899627297262562	0.059681697612732	0.0484913793103448
Enterobacteriales	0	0	0.0121644635471575	0	0	0.00548576444127489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397899092790068	0.00657764914819443	0	0	0	0.0047247814788566	0	0.00713368526180624	0	0.187399607353204	0.205629096517156	0.112732095490716	0.0862068965517241
Bacteria_unclassified	0.018446213914594	0.0377216144850999	0.0283837482767009	0.0114096639853956	0.00858774528747476	0	0.00639999999999999	0.00490292214159639	0.0266714082503556	0.0660626651566628	0.12671212212635	0.121310149615851	0.109702584105314	0.321425665229066	0.339305452021694	0.182245261623197	0.0201734920314706	0.00639038885516182	0.00574558547515989	0.0584670989688529	0.216135711431581	0.0414698352024808	0.0238739455674041	0.111820035519305	0.050470001892625	0.298719772403983	0.0886053517632465	0.094495629577132	0.0553587245349866	0.0677700099871591	0.0816500408250203	0.762984115652327	0.655442745148438	0.881962864721484	0.528017241379309
